FF(X) 	 FF(Y) 	 FF(Z) 	 FS(X) 	 FS(Y) 	 FS(Z) 	 CD 	 CL 
-78.33928513423535	491.874652069996	8833.788832033075	-78.33940202297433	491.8747378724706	8833.790305491908	0.0081089684529102	0.23315478306570217
-84.0608316199901	421.3141370140688	8556.092835054436	-84.06094985287703	421.31421427112394	8556.094261212917	0.007638131586683323	0.22583483572489457
-98.80938653410692	181.63974521784056	7478.952858098385	-98.80950883151861	181.63979436045943	7478.954100086925	0.0060082369285875325	0.1974333126547582
-98.37578446876502	195.0317282429279	7539.026448473051	-98.37590659491812	195.03177901277522	7539.027700959459	0.006088876751855786	0.19901775301962765
-97.44148744690979	221.7802656129097	7652.177365468274	-97.44160923174603	221.780319671442	7652.17863758624	0.006243867394716026	0.20200197190528535
-97.51227035580305	219.58238550829256	7643.493222025614	-97.51239216750683	219.58243929141986	7643.4944926099215	0.0062319964694904605	0.20177293703895777
-97.6046380795658	216.84428889859493	7632.542566128102	-97.60475992518205	216.84434234000514	7632.543834800652	0.006216945224579395	0.20148412894788842
-97.59614176177507	217.1221373973514	7633.618053043234	-97.5962636040844	217.12219087381794	7633.619321905932	0.0062184082603654964	0.20151249405980154
-97.58755245354672	217.3829566973571	7634.649156261965	-97.58767429266813	217.3830102064959	7634.650425304922	0.006219822623080759	0.20153968807601086
-97.58854017850676	217.350680744484	7634.524757417556	-97.58866201801185	217.35073424954575	7634.526026438529	0.006219653266120179	0.20153640716117321
-97.5893372092786	217.3263264967523	7634.428802448401	-97.5894590490808	217.32637999876053	7634.430071452596	0.00621952170537023	0.2015338764700998
-97.58922144120265	217.32990843516873	7634.4425914669355	-97.58934328096228	217.3299619376308	7634.443860473564	0.006219540643560348	0.2015342401366218
-97.5891526730637	217.33216103368125	7634.451438829009	-97.58927451279521	217.33221453642562	7634.452707837196	
